Customer_Text,Sentiment
no supply ca 100831583,1
nothing doing,1
namaskar sir new sabhapur gujran is down since 2 hour under karawal nagar division come please take note ca 101360116 phone 9717443093,0
sir account bses ka open nhi ho raha hai na hi mjh paper wala bill milta hai gar pr jis number or id meri bses k bill pr hai wah meri nhi hai,1
ca no153285022 financial year 6 7 5 kva fix charge 1kva,1
152183811 hi there is a power cut in my area please get this foxed 152183811 hi there is a power cut in my area please get this fixed please restore the power,1
kindly arrange for a call back i just want to talk to the concerned person once i am not happy with the reply the bills generated is confusing for me,0
electricity not available for last three hours 153076224 ca no,0
no electricity,1
no power ca no 153180110 kindly do the needful,1
what happened you cut my areas light ca no 101411493 area chauhan patti 110094 bsesdelhi cmodelhi pmoindia sir please look at this area every day they cut the area light maximum 4 to 6 hr please help,1
how much timeweeks bses need for reply on this,1
hi all today is 5 day still nothing had been donei think it will newberry done,1
no power in area ca no 101438647,1
bsesdelhi,1
bsesdelhi ministryofpower,1
c no150829526,1
sir main kyu pay karu prorata amount jab mera dues hai hi nai dues confirm karna apke employee ki duties hai jo ki vo nai kar rahe hai aap us ca no ki walking sequence se bi bhi pata karwa sakte hai ki vo dues kis ghar ka hai pr waise bhi ye prorata amount galt kyu ki 17meter,1
nc101406738,1
94,1
theres electric unnecessary shut down in d block dayal pur delhi94 area its daily routine electric shut down may kindly take necessary action to bses officers complaint centre soniya vihar delhi,0
why load has been enhanced we have not requested the enhancement please remove this extra 900 rs and send the correct bill before due date i will not be paying 900 rs extra,0
from last 1 hour there is no electricity in j and k block dilshad garden delhi95,1
1 hour power cut 5 min electricity,1
in this scorching heat there is no electricity in the capitalplease look into the matter bsesdelhi ca no 153985280,1
how long will it take to resolve this issue,0
in delhi people are getting many complain of unusually high bill but bsesdelhi is not responding,1
101148338,1
power outage in mayur vihar phase 3 since last 3 hours complaints raised via app being closed without a resolution ca 150583414,0
light been off in our area without any prior notice is this a right time to cut the electricity here at mid night ca 100953741,1
there is no electricity in east delhis patparganj chander vihar its been more than an hour bsesdelhi kindly look into the matter,1
sonia vihar delhi 110094 division office karawal nagar my contact number 7835886155,1
direct message option plz,1
twenty four hours has been passed still no information in digital era rajindersinghthakur15gmailcom,1
i have been receiving messages for ca no 000100658546 on my phone however this ca number does not belong to me kindly update the correct mobile number against the above ca number as it creates unnecessary confusion,1
at around 1 am my main connection wire got broken and is lying on road i complained repeatedly but they closed my complaint by their own this is my fourth complaint but no resolution till now my complaint no is 23072500628 completely irresponsible behavior,0
sir ji why not solve my problems,1
sir we are trying to reapply but the status we getting that dss order already open so kindly close that order which is opened in your system,1
power outage in old rajinder nagar block 24 kindly resolve asap its really hot,1
kitne bhar aur light off karo ke old rajendra nagar ki,1
no current meter wire burnt out ca no 152322895,1
meter burnt out wires at ca no 152322895,1
why bses customer support is so unknowledged and very less supportive my electricity bill is not zero even with less than 150 units and i just need to know why it happened ca number is 152923092,1
apke yha pr kabhi koi kaam nhi hota hmesha servor ki dikkt ki wjh se mere bill extra generate ho jata h 1st month bill 4500rs 2nd month bill 5200rs 3rd month bill 6300rs apke officer ko sharam ati h muft ki salary khate h sare ab sabko court me lekr jaunga,0
good afternoon disappointed no resolution had to make payment through cheque by visiting your office,0
mcd bses 66 a59a59a b27 mcd bccnoc bses fir,1
ye karya humari gali a block bhajanpura gali no 3 house no a326 ke samne kiya gaya tha lakin gali khodne ke bad isko thikh karne koi nahi aya h kirpaya karke isko thikh karwaye isse badi pareshani ho rahi h gate ke samne h ye sab plz isper koi karwai kare,0
ca no 101446923 phone no 7678601233 in my homearea west karawal nagar the voltage is so low that last night my ac went down for like 4050 times even fans are not working properly i have complained through phone 67 time through call but no action taken,0
pls tell me how to genrate request no,1
again power cut in bhajanpura northeast delhi yesterday also for 3 hours,1
electricity cut without information 100786141 100705420,1
dear sir there is an issue regarding electricity bill you guys are sending provision bill since 2 months the display of my mitter was not coming they have changed mitter on 10072023 still no solution found i have visited many times to devision office ca 153078920,1
dear applicant you are requested to kindly rectify the deficiencies reported in respect of new connection request no 8006373886 within 30 days from the date of issue of deficiency letter else your request will be closed team bypl,1
almost 5 days gone no action has been taken from your side,0
hi team please confirm if physical bills marked not required at your end,1
any update,1
plz send bill of ca no 150343790 parmil kumar,1
no electricity since last many days my ca number is 101493185,1
i would like to apply for meter testing for my meter with ca no 100268103,1
still awaiting update,1
no electricity ca no 150615965 mob no 9210773335,1
sir we are trying to apply load change from last one month continewsally but we cant do we getting reply that change request failed kindly help us my httpcano100381801 mob 8076626990 find attachment,1
no electricity ca no 150615965 mob no 8384095208,1
ca 101502852,1
dear sir we are trying to apply name change vide ca no 153419051 we getting reply from bses side that request failed its from last two months same status we getting kindly help us for re apply mob 9971605025,1
any update,1
in the month ofjuly i consumed 213 units which cost me 100 rupees but in the month of august the units which i used were 210 but the bill shows 250 rupees i am unable to understand this reverse process kindly look into this matter and sort it out as soon as possible,1
,1
may i know the meaning of your soon in tweet reply,1
dear sir this is writing to inform you about delay in my new connection applied from bses yamuna power ltd i have applied my new connection which was not released due to some issues but recently new meter installed my building meter details 35841184 35841191 35841194 35841190 and 2 more meter and i request you to revisit my place and make my demand note and release my connection and i have many visit in division office mr swaroop and business manager which was not discussion my case and say that this case is rang mahal and say lr i dont know what is lr so please released my demand note and i send dues undertaking affidavit and mcd dues undertaiking so please released my demand note this is my humble request to you i am also mentioning my request number and details below order no 8006403319 8006403329 so plase contact me my mobile no 9999909870 thank you with regards ravi gupta karkardooma court,1
i have received a bill of rs 11510 for the month of june to july which is much higher than my average electricity bill which is in between 600 rs to 1500 rs still no one has called me from bses,1
abhi bhi kam nhi huya hai mera,1
ca 101347619 no electricity in whole area could you please look into this,1
2 874599808,1
in reference to this complaint your call assistant reached me but the matter remains unclear i have paid 2250 through paytm for my last bill but when i checked the payable amount it was 900 my access amount should be adjusted in my new bill,0
last 2 days i tweet regularly but no response from any department regarding the long regular power cutfor whats the purpose of these accountsonly advertising or blaming otherside plz pay attention to people also,0
power cut in shahdara east delhi from last 1 hr,1
no electricity since 2 hours ib dda flats mansarovar park shahdara 110032 immediate look into this,1
sir house no 910 gali jatwara tiraha behram khan delhi 110002 katra property mcd building book kuch new connection nhi mil sakte,1
152582335 electricity is gone from 2 hrs sonia vihar part 4 block a 1167,1
ca 152826697 3,1
no light since 4am bp 101158567,0
no power supply in our area last 5 hours,1
awaiting yours,1
its too late have deposited the cheque with your office please ensure the next bill is submitted through my bank regards,0
namaskar sir new sabhapur gujran is down since 2 hour under karawal nagar division come please take note ca 152657341 bsesdelhi complent no,0
no light in area from last 2 hours ca no is 150117538,0
sir ji why not attend the complaint why not give response,0
the pillar has become crooked from straight any time a big accident can happen please the responsible officer and the company pay attention to this,1
,1
i paid my bill of rs 1010 on 29062023 but it is not yet updated,1
,1
electricity power is unavailable from morning 5am till now in a75 gd colony mayur vihar phase 3 delhi 110096 because of faulty transformer please take necessary action and repair electricity pole thanks regards,1
heavy misuse of electricity power flourishing due to hands in gloves of enforcement department gandhi market with small scale industry runners at anaj mandi filmistan rani jhansi road delhi 6katra atmaram chamelian road delhi 6chimni mill bara hindu rao delhi 11ooo6 factories running at 1st2nd 3rd 4th floors paying domestic power charges usage commercialbses enforcement totally aware of it office colludes with factories runners get enquirysurvey conducted by team other than the above said,0
there is no electricity at pocket c mayur vihar phase 2 ca number 101037628 mobile number 91 9999144877,1
a1258 nand nagri delhi 110093,1
from last 2 days bsesdelhi customer care said call after 1 hour system not working from last 10 days new meter doc submitted but without checking papers the showing deficiency in docs no bm circle head replying mail rinfraofficial cmodelhi arvindkejriwal onpnr1707230628,1
there is urgent need of electricity and here no current since a few hours,0
still waiting for reply,1
,1
we have already paid 3640 months of juneif you are saying metre load increase why are you sending again 3740 please clarify you have not given prior intimate,1
please reply as soon as possible your side please any update so please cofirm my contact no 9999909870 confirm,1
101548573,1
what you have checked in 5 days,1
any updates,1
no power in azad market area under aram bagh,1
bses yamuna ca no 153178347 disconnected on 110723 on request but noc still not issued against connection so many visit to service centre yield nothing please help asap,1
reminder,1
sir ji iska koi jabab nhi aaya,1
light is not in our locality since morning multiple complaints done but no one is coming to resolve kindly help address pocket c2 mayur vihar phase3 delhi96,1
r noonkwr1407230795 r date 14jul2023 name ram mobile no 9899818694 division karawal nagar,1
no electricity since an hour ca no is 153589618 contact numbr is 9958376496,1
44,1
bypl patel nagarshankar road delhi office unnecessary harassment tourching customer without any reason deduct electric load when increase the load demand plenty again again customer walking in bypl office but not give response without customer support deduct the load,0
20,1
720 507185322 20060 32226062 750 66 620 arvindkejriwal ltgovdelhi sms 21723 3850538185 322,1
send the updated correct bill asap before due date i have been chasing bses from past 34 days continuously,0
no power in sonia vihar area last 3 4 hrs,1
no solution my problem plz,1
why do im getting messages from bses that your application has been rejected due to premises found locked even after the site visit have been done so far i would request bses to install meter on the premises as soon as possible site visit has been completed,0
paper bill for the month of july23 still not received yet,1
waiting for your response,1
ca no153285022 202223 6 7 5 kva fix charge 1kva,1
street lights were not working in east delhi kalyanpuri area block 13 from ambedkar park towards jalebi chowk look into it immediately do needful how womens can feel safe in such dark spots bsesdelhi also request delhipolice dcpeastdelhi increase police presence there,1
checked,1
i still have not received any update regarding my service number ookkd1907230497 not even received any revert on emails from the grievance teamcgrfbyplhotmailcom is this the way bsesdelhi works,1
any update sir,1
gali takhat walikucha khayali ramsita ram bazardelhi 110006right side at gali entrance,1
hi team street lights in front of my home is not working since one month i had complained to mcd team but to no action came across your street light complaint section in app kindly lodge my complaint and get the lights replaced ishaan tyagi 9643242952 2122 krishan kunj colony laxmi nagar delhi ca number 100952821 in the name of my mother smt kusum tyagi,1
this video is from my area ansari road daryaganj gali no 23 its almost a month since the street light is not working my request to the concern authority bsesdelhi to resolve it asap,1
electricity is not coming in shiv vihar phase 10 a block gali no 14 area,1
why so everyday powercut in northeast delhi bhajanpura,0
no electricity in shiv vihar bsesdelhi arvindkejriwal 153302667,1
no power supply in area a block shiv vihar phase10 karawal nagar since 10 pm neither your customer care functional nor website there is no one to listen to the complaint,0
ashirwad bhawan gali no 23 ansari road daryaganj opposite chaudhary eye centre,1
no electricity in mayur vihar ph 1 ext last half hour please update,0
still electricity is not coming we are facing pareshani,1
my issue is not resolved yet currently we have a power cut at this time at 1246am,1
powercut from last 1 hour when it will restored plz update ca no 153920775,1
any updates,1
plz send your representative to savita vihar east delhi let them meet the rwa members and know what your lineman shyam and team are doing there its not one case they are asking for money from lots of residents on false pretext of tempering of metre this is corruption,0
my electricity bill is 11500 which is more than my any previous bills unit usage is showing very much higher i have not received any call my bill has not been revised ad yet,1
kindly update my paid amount dated 29062023 soon as new bill is going to be generated,1
namaskar sir new sabhapur gujran is down since 1 hour under karawal nagar division come please take note ca 101360116 phone 9717443093 complent no,0
no power in area from last 30 minutes,1
nand nagri division mene apna bill ka naam change karaya tha or ab new ca no 154158698 per subsidy ragister nahi ho rahi ha aap kuch kare meri subsidy ragister kare ph 9999011902,1
namaskar sir new sabhapur gujran is down since 2 hour under karawal nagar division come please take note ca 101360116 bsesdelhi phone 9717443093 complent no 2307270033,0
bsesdelhi 94 ca number 150282910 mobile numer 9013524156,1
what can i do sir so many time i have complaint no one take action please us this last time complaint i will go to consumer court,1
no electricity ca no 150615965 mob no 8384095208,1
no subsidy was given in current bill despite the total units consumed are below 400 ca 153953191 bill no 101986005407 mob9953815571,1
c no150829526,1
how much time you will take i m already waiting since 2 months i cant wait more time kindly solve it soon you have sent me provision bill solve this issue,1
pichle one hr se light gyi hai please btaye kb tk ayegi aur kya reason hai,1
kindly check power supply is disturbed over two hours in lakhi society sarpanch ka bara madawali delhi 92 plz do the needful,1
ca no 100050042 no electricity please file a complaint,0
already did but another application is not working again generating this type of request which starts from y,1
light nahi hai kafi time ho gya hai ca 101532121,1
any progress regarding the issue,1
light kaat rakhi hai pure east vinod nagar ke,1
1st thing i have not received that on email 2nd why physical bills are not being delivered and stopped without any consent,1
bses yamuna ca no 153178347 disconnected on 110723 on request but noc still not issued against connection so many visit to service centre yield nothing please help asap,1
jaimatadi dear sirmam peoples of mahalaxmi enclave karawal nagar delhi110094 suffer a high power cut from morning the weather is worm here please help,1
no electricity supply,1
5112019 5 cano 152959802 mro domestic 8006444271 mcd26319,1
image shared,1
any update,1
45,1
useless customer service provide by bses,0
720 507185322 20060 32226062 750 66 620 arvindkejriwal ltgovdelhi sms 21723 3850538185 322,1
how many respons,1
image shared,1
2772023 no electricity at 4 ansari road daryaganj 726pm,1
dear sir its been a 10 days after provide a physical compalint along with court order copy but still no responce i think we have to go in court now thank you,1
image shared,1
thank you for making available the complaint no of edmc i made call on the same but the problem remains same we are suffering for more than one month now no one is looking into this,1
dear sir this is wrong information sir for your kind and neccassry action a man employees called me this afternoon and informed me that complaint relented to misuse of electric pole by cable operators doesnt come under bses regards citizen reporter nbt newspaper delhi gm payal,0
dear sir no electricity in over aare ca no 151166701,1
the issue still has not been resolved,1
no electricity shiv vihar bsesdelhi aajtak arvindkejriwal ca no 153302667,1
hi please send the corrected bill asap before due date,0
bses this kind of behaviour will not be accepted corrected the bill and send the correct bill asap cmodelhi raghavchadha aapdelhi atishiaap saurabhmlagk please look into this they are making fun of me from past 56 days unnecessary costs are added into elec bills,1
kya update sir,1
please provide the complaint no for the same,0
hi team need your help regarding a cctv charges have been applied in my bill there is no cctv installed at my home can you please check and advise ca number 154050316,1
not updated yet pls look and clarify again sending 3740 why we have already paid previous month http3620it is a very huge amount wrong information shared by your team,0
i am writing this in reference with the previous mail i have done in regard of my connection which was not given by your company one of your customer care executive named nazrin called me but didnt solve the issue still she is writing this on twitter that she has solved the issue which is a lie kindly solved the matter,1
ca no 151264375,1
110093 1 ca no 150429687,1
100510945 9213537235,1
bses yamuna complaint to bses yamuna also complaint on site no response complaint on what up no response it has been 6 to 7 day with out streetlight there is no one to repair light and response please repair or replace as soon as possible aslo add one new light,1
nabi karim m early morning light bhagane ka kya reason h waise hi itni garmi h upar se ye light bhaga rakhi h,1
thanks i am waiting,1
bsesdelhi 94 ca number 150282910 mobile numer 9013524156,1
no electricity ca no 150615965 mob no 8384095208,1
153968192 1 10 30,1
very poor service from bsesdelhi employees bsesemployees are disconnecting calls without listening trying to contact with bses yamuna branch from last 24 hours,0
no electricity in over aare last 4hr ca no 151166701,1
the pole no 1028 is likely to fall and hence posing imminent danger to the lives of residents and passerby requested to take immediate measure,1
dear sir i received the electricity bill which is 1240 total reading which is showing thats 219 im not getting that how my bill has charged no of days 31 ca no 151607051,1
block c shastri park shahdara delhi 110053 block c shastri park shahdara delhi 110053,1
hi bses team ca no 151735573 my billed units are 206 how of 1616 rs is generated mobile 9211099253 jeetbandhan yadav,1
no electricity supply bsesdelhi look into it,1
hello bsesdelhi please fix your electricity bill my power consumption is only 4734 rupees but you send me 8010 rs bill fix this or i wont pay any penny due to privacy i have sent you ca number contact details in dm please check and revert me back asap,0
do you still need more time on 13th july j registered complaint and today is 28th july,1
mera order no 8006433522 suman ke naam se hai side verification 21 jul ko ho gayi th demand note genrate 4din phele ho gaya hai lekin finall nahi ho raha hai phone no 987 365 6683,1
4570 add in my bill for meter shift from insight to outside this should not be done by bses w fath in bses,1
i am still waiting for any call from ur side and still havent got any updates yet,1
here is the bill,1
hi there we are facing sudden power cut in khichripur block 3 bses yamuna electricity bill ca 151224951 could someone please help me with this,1
i applied for new connection 8006441412 provide me proper details thank you,1
no one contacted,1
no electricity in shastri park area since an hour can we know if there is any major failure,0
share me pic,1
ca no 100050042 electricity meter got hit by heavy vehicle which cause it broken from back fittings please take necessary steps,0
we are charged with 3500 rupees for change of electricity wire which is coming from the pole to our house and we had no fault in this it was the fault of the transformer entire colonys electricity was gone as a consumer why we are getting penalisedneed solution,1
bsesdelhi cmg ca no 101413661 3,1
any update,1
namaskar sir new sabhapur gujran is down since 2 hour under karawal nagar division come please take note ca 101360116 phone 9717443093 complent no,0
i live in a rented accomodation in shakarpur east delhi my work from is affected due to sudden electricity failure i also dont know about the meter details can you please just tell that how long we should wait,0
all street lights are not working in east delhi kalyan puri area block 13 road from ambedkar park towards jalebi chowk look into it,1
hi i received the july months bill today and noticed rs 600 as other charges included in the bill which i think is not justified please rectify my electricity bill,0
no power supply in pocket 6 mig flats mayur vihar phase iii ca no 150338277,1
please provide me a duplicate bill of below given ca no 100961190 150573704 150548014 151977747 151904457 151987839 151987838 151987840 mobile no 7838729808,1
bypl,1
sir prorata ka amount right nai hai sir total meter qyt 16 hai 55121920351704425512804135188477351704341136336811179123117460895519075311527046115788621169348555114830553748097035518855121908 dues amount 3390816,1
101500165 9811612936 088829 86614,1
hi no electricity in old anarkali krishna nagar from half an hour,0
please check the issue with ca no150371137 all houses lights are coming except 4 to 5 houses including mine complained already 1 hour before but till now nobody has come to check the issue area sonia vihar a block part 4 pusta 0 gali no 21,0
electricity cut off when will it be back ca 151067797,1
ca no 1529 571 73 its been more than half an hour,1
light nh aa rhi 1 hour ho gya dayalpur c clock gali no 3,1
kindly do it urgently no light in ram nagarkrishna nagar delhi 110051 area residence power cut 1 thank you your complaint has been successfully registered heres the report status successful complaint number 23072900329 2 thank you your complaint has been successfully registered heres the report status successful complaint number 23072900339,1
what happened you cut my areas light ca no 101411493 area chauhan patti 110094 bsesdelhi cmodelhi pmoindia sir please look at this area every day they cut the area light maximum 4 to 6 hr please help,1
without light full night,1
image,1
kindly update me any steps that have been taken on this issue,1
current on pole,1
j j indra camp chhota hasanpur me farji bil bheja ja raha hai kafi loga ka bil 2 se 3 hajar tak aa raha hai sahi tarike se jach kar ke bheje,1
should we wait for the electric poll to be fallen on ground or injure the passersbyresidents bsesdelhi delhipolice ltgovdelhi dcpshahdara why we prefer cure over precautionswhy the authorities wake up after the case of negligence registered taking innocent lives,1
let me know whats is the other charges in this bill,0
7,1
but i got call and i have evidence if you want and if there is no one in the name of rahul than how did he got my ca no exactly get,0
152338901 ca no dallu pura light bhejdo 2 ghante ho gye,1
bses is making delhi people fools my mdi factor load suddenly without informing increased and charged extra on customer care they cut the calls while inquiring,1
hello support i havent received any call from your side,1
sanctioned load for ca number 100610459 is increased from 2kw to 4kw without any notification why so no request from customer has been made,1
may ek completed kiya tha tweet se abhi tak kuchh update nahi aaya regarding my bill,1
ca no 101445590 plz no 9891235533,1
namaskar sir new sabhapur gujran is down since 2 hour under karawal nagar division come please take note ca 101525616 phone 9717443093 complent no,0
waiting,1
there is a power cut in our locality ca no 152310523 and contact number is 9643649449,1
namaskar sir new sabhapur gujran is down since 2 hour under karawal nagar division come please take note ca 101525616 bsesdelhi phone 9717443093 complent no,0
,1
hi my ca no 150781826 my flat is closed from last one month and still got the unit 415 and bill amount 1580 plz rectify as flat is closed from last one month how that much bill is possible plz do the needful,0
why we have to provide mcd noc because ive legal documents of my property my neighbor has 5 meter and ive proof of those 5 meter so why you provide 5 meter to my neighbors,1
no electricity since morning i made many complaint but they resolve on system not on ground kindly resolve the problem cano 152186779,1
ca no 153824841 mob 9211330234 address bedenpura 281213 plot no2 gali no20 naiwala karol bagh not working last 2 hours please fast resolve my problem there many people not working well bses meter no have current in this ca no,1
its been 3 days since i raised my concern regarding the bill amount i have already given my contact number but no solution is made till now i sincerely request you to look into this concern the bill date is august 82023,1
high amount generated bills and poor customer service not able to view duplicate bill also no copy of bill received ca 101074173,0
2022 2kw 11 06kw 2023 3kw 2022,1
c no150829526,1
nc151150886,1
no electricity in area please do the needful,1
still not repair,1
sir light kab talak ayegichouhan banger a block ki new seelampur,1
my house consumed 756 and u gave us bill of 7000 what does it mean u r charging us 925rs for per unit you all are saying u r giving subsidy but in reality u r taking per unit charge with additional charge not acceptable,0
new shabha pur gujran karawal nagar delhi94 1 hours se yaha ki light gayi hui h please update digiye,1
send the correct updated bill asap with extra unknown 900 rs removed before due date which is 10823,0
ca no153285022 2023 0 1,1
151753496 2021 2023,1
ca namber 151272111 hai ser paleje chek karwada bil jada hai,1
pls check dm or please check is there any excess payment received over my ca no 153098969,1
namaskar sir new sabhapur gujran is down since 2 hour under karawal nagar division come please take note ca 101525616 phone 9717443093 complent no,0
sir our area comes under new sabhapur gujran karawal nagar division and there is a complaint of 50 to 100 power cuts per day from this area but there is no definite solution to this problem please take cognizance and do the right thing bsesdelhi ca number 101525616,1
new shabha pur gujran karawal nagar delhi94 130 hours se yaha ki light gayi hui h please update digiye,1
i need invoice details of ca number 151416947bses yamuna i paid bill of 7950 rs on 27 july,1
issue regarding with my ca no 153675728 plz clearify about this need urgent assistance and also other ca no 152398118,0
any update sir,1
hello bsesdelhi i wanted to bring to your attention that there has been a power outage in new ashok nagar delhi it has been over 30 minutes now and i kindly request your assistance in addressing this matter promptly and restoring the electricity please update the status,1
ca no 100221284 no electricity from last one hour no update from bses,1
no electricity ca no 150615965 mob no 8384095208,1
honble cm sir there are so many electric failure last 2 hours theres no electricity httpkno 101206461 address gangotri vihar gali no 1,1
due date has been passed and still havent got any updates why is this delay,0
mail,1
no power in area ca no151566330,1
theres no light in the area for more than 3 hours and the customer service team has no update on it complaint was also raised at 1130 am which was closed without information the cc team says they cant help as they have no information on it,0
please check personal message,1
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
shastri park flyover loop road,1
no action has been taken neither from bsesdelhi nor mcddelhi both are waiting for any incident to happen with common people the street light is still not working public cant roam outside after sunset or 8 pm,1
plz send bill copy ca no100309828 152500545,1
dear sirmadam my ca no153231641 this meter is in the name of my mother jaibin nisha my division office is karawal nagar i am not getting the hard copy of electricity bill from last 3 months whose regarding i talked to customer care last month they said that from next month you will start getting hard copy but this month also i have not received the hard copy of electricity bill it is my humble request to the honorable sirmadam please resolve my issue as soon as possible thank you contact no 9555553246,0
hi can you pls tell me why this is too much billfor 1811 unit total amount is 18580 i dont understand the calculations ca number 101142802 mob 8789212194 yesterday 1051 pm there must be a totalling error plz rectify asap,1
what about another bill,1
send bill copy,1
powercut in new ashoknagar for past half an hour,0
no electricity from last 2030 minutes please resolve this asap my ca number is151159287,1
zero unit consumption still bses ypl has raised illegal bill of rs 590,0
hi pls assist and remove all wires from the bses poles located in abc block and j extention in gururam dass nagar laxmi nagar,1
no electricity since last many days my ca number is 101493185,1
any update,1
plz,1
dear sir there is not a single request no you send not any reply kindly do the needful,1
contact no 9717727350 ca no 101406163,1
no electricity in the area from past 1 hour complaint has been registered but the issue still persists ca number 100551666 please take action immediately,0
no electricity at ca no153626689,1
hi this approach of you guys is highly unacceptable and disgusting i have been chasing you for the past 2 weeks to correct the bill buy you guys are sleeping and today is the due date how dare you people harass me and extort unnecessary money from me correct this issue asap or i will log an online complaint on consumer forum today,0
plz do needful if you can,1
whole summer and rainy season credit goes to local mla,1
to much disappointment with bses yamuna ltd,0
still i am not received any update,1
2 240 bsesdelhi,1
any update,1
bses send bill ca no 100901622 mobile number 8826379009,1
kindly arrange me the full bill of ca no 152825994 and a soft copy also,1
issue has not been resolved yet i have been receiving messages for the ca number which is not mine kindly remove my contact number from the said ca number,1
powercut for the past 30 mins no resolution yet no info at all,0
there is no power when will it get restored ca number 100798394,1
sir hamara bill iss baar boht jayda aaya hai600 rs bses ne add karke bheja hai other charges me 1kwtt se 2kwtt ka load kar diya meter ka or kehte hai ki apka consumption badha hua hai itna toh use bhi nahi hai sir garib ko loot te hai,0
hi team thanks but we still havent received any update about why sanctioned load is showing as 2 earlier it was one also how many units are comings we dont know as we are not getting our bill,1
the electricity bill has not been paid for the last five months yet the electricity is on surendra kumar ca no 152642074 whose outstanding bill has exceeded 15000 the last bill was deposited in february,1
janta flats gtb enclave no electricity,1
no action taken till date,0
four your kind information sie sir already 6 meter instlled at site recently dues and mcd objection not pertain my property and i also paid properta amount rs 1990 deposit in bses deparment,1
why we have to provide mcd noc because ive legal documents of my property my neighbor has 5 meter and ive proof of those 5 meter so why you provide 5 meter to my neighbors i have number of his meter,1
ceo applicant,1
hi there is a big problem we are facing years back we took the meter and provided proper add but when did we receive bill there are xtra alphbet in bill we have camplained many time but there is no solution why,1
no electricity in kashmere gate ca no 100242642,1
i m using bses yamuna services my ca no 153172068 i paid the bill of june on 1st july but now they demanding rs 900 without bill i tried customer care but it is not working nor there app is working please tak action for extortion money,1
someone by this number calling as your representative and asking me to install some app from playstore to update my payments please take note of this scamster so other dont get scammed,0
please make a no supply complaint ca no 153032848 contact no 9810500568,0
not yet neither anyone contacted me regards rajinder singh thakur citizen reporter navbharat times of india 9811909880 cc to print and digital media to highlight this complaint,0
no it is not resolved old name showing yet,1
again you sent me wrong bill of rupees 4840 neither you send me any report on what basis you guys are making bill of more amount i request you kindly solve it soon its already been 2 months but no solution found yet i just want solution only,1
,1
,1
hi team any update,1
a revisit is due for order no 008006419020 since 10 days talked on 19122 twice every timethey say it will be done in 2days but nothing is hapening division shankar road,0
dear bypl customer care delhi lg delhi c m delhi bses yamuna power ltd no light in the area long time facing heavy electricity cute electrical equipment very poor kindly take necessary action on it ca no 101265157 ca no 150939999 regards rampal,1
suffering from low voltage since last night also continuous power cut in my area complaint 34 times nobody taking action even your cc team didnt respond properly ca 101467519,0
can u explain in detail what is download reading,1
team of bsesdelhi no power supply in our area since last 20 min onwards ca no 151020788 pl inform the local officials,1
ca no 152201229 name ashish chauhan power shut down,0
8 bsesdelhi 101169207,1
now it is ok can you solve my problem of darkness in my area of vijay chowk krishna nagar delhi 110051,1
thank you your complaint has been successfully registered heres the report status successful complaint number 23073102642,1
there is a sudden power cut in new ashok nagar area please restore asap,1
light cut last 2 hours in e 322 new ashok nagar delhi,1
hello bsesdelhi there is a power cut in new ashok nagar delhi and i urgently need electricity as its my office hour could you please look into this matter as soon as possible thank you,1
dear bsesdelhi we are experiencing a power outage in the new ashok nagar area delhi as its crucial for my office operations i kindly request your immediate assistance to resolve this matter your prompt attention is highly appreciated thank you,1
i m renter no ca number,1
powercut 23 hours any specific reason location new ashok nagar pincode 110096,1
the condition of the village has become worse why strict action is not taken against the ghonda ca number 101444714 of delhi for turning off the lights every night,0
please take a look on frequent power cut in west vindo nagar mandawali area in this hectic weather there is too much bad situation occurs so please consider asap,0
electricity cut off in new ashok nagar kindly update when it will be normal,1
there is no electricity supply in our area ca number 150432109,1
bill hasnt been rectified yet request you to please again look into this and rectify the provisional bill which i received without using any electricity,1
hi team electricity not supply in my area new ashok nagar c block near subhash park last 15 hrs please provide electricity as soon as possible,1
i have so many compliments regarding low voltage but no solution,1
electricity shortage from 945 pm onwards still waiting for electricity,1
light gone at west vinod nagar delhi 92 this time we need to sleep but suddenly light cut and almost 30 minutes over kindly do something kids need to go school tomorrow,1
,1
no power since last 2 hours ca no 153201599,1
230 ed 15,1
new shabha pur gujran karawal nagar delhi94 130 hours se yaha ki light gayi hui h please update digiye,1
ca 101503092,1
namaskar sir new sabhapur gujran is down since 1 hour under karawal nagar division come please take note ca 101360116 phone 9717443093 complent no,0
8700089842,1
ca no150857916,1
my ca number is 100896566 i want to reduce the kilo watt on my meter as the meter is not in use but still i got a fixed charge bill from u please assist me on how to reduce the kilo watt from the meter,1
can someone help me understanding the billing for my ca number 152895231 i have received bill of rs 4300 this time with no extra usage which is coming around 400600 rs every month since 2019,1
house number 589590 double story new rajinder nagar delhi110060 the name of contractor is surriender,1
again got wrong electricity bill ie3810 approx i asked multiple times to check electy meter bcz as per my understanding wrong bill shared by bsesdelhi its totally fake bill electric consumption is too low but still got exceed bill,0
as requested please find the operator id for the above mentioned transaction operator id cc013226baaa37552748 my ca 101076386 i paid bill payment of 6350 kindly update this payment to my account,1
i dont understand what is going on in bses office they dont resolve the concern i they keep telling that image is not visible,1
second day is starting but no response recieved from relevant team or any team waiting for your great response,1
hi bsesdelhi why are you charging 3000 rs again and again in my bill when i have already paid it previously even last month i paid the bill which had 3000 extra added now for this month too u have added 3000 rs,0
